file,extension,bytes,category
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_07__walking_down_indoor_hall_disgust__PWXXULHR.mp4,.mp4,18342563,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_07__walking_outside_cafe_disgusted__CDSNLDQ8.mp4,.mp4,4819770,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_07__walking_outside_cafe_disgusted__IFSURI9X.mp4,.mp4,4797226,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_07__walking_outside_cafe_disgusted__PWXXULHR.mp4,.mp4,5016581,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_09__kitchen_pan__8DTEGQ54.mp4,.mp4,5697246,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_09__outside_talking_still_laughing__RCETIXYL.mp4,.mp4,6660529,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_09__secret_conversation__RCETIXYL.mp4,.mp4,6927947,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_11__exit_phone_room__P08VGHTA.mp4,.mp4,3953663,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_11__talking_against_wall__P08VGHTA.mp4,.mp4,5289450,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_11__walk_down_hall_angry__P08VGHTA.mp4,.mp4,2640287,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_13__exit_phone_room__GBYWJW06.mp4,.mp4,3957638,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_13__kitchen_pan__GBYWJW06.mp4,.mp4,5639821,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_13__meeting_serious__GBYWJW06.mp4,.mp4,6001382,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_13__meeting_serious__T3MZOI8X.mp4,.mp4,5852264,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_13__outside_talking_still_laughing__GBYWJW06.mp4,.mp4,6674698,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_13__talking_against_wall__GBYWJW06.mp4,.mp4,5206041,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_14__exit_phone_room__H0VQHGS3.mp4,.mp4,3926871,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_14__meeting_serious__KJ221YN0.mp4,.mp4,5850207,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_14__meeting_serious__PLCQJM81.mp4,.mp4,5836185,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_14__podium_speech_happy__Q9NSXM88.mp4,.mp4,7473557,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_14__talking_against_wall__ZC2KYASW.mp4,.mp4,5159473,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_14__walk_down_hall_angry__P1L5PF4I.mp4,.mp4,2695511,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_14__walking_down_indoor_hall_disgust__KJ221YN0.mp4,.mp4,25087286,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_14__walking_down_street_outside_angry__H0VQHGS3.mp4,.mp4,8617108,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_15__kitchen_pan__AIOM1U5V.mp4,.mp4,5666226,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_15__kitchen_pan__DNUJD8M2.mp4,.mp4,5624049,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_15__meeting_serious__DNUJD8M2.mp4,.mp4,5848653,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_15__meeting_serious__OY4I7ZU8.mp4,.mp4,5859580,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,.mp4,6753180,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_15__outside_talking_still_laughing__DNUJD8M2.mp4,.mp4,6725526,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_15__podium_speech_happy__DG8ITQO3.mp4,.mp4,7509850,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_18__kitchen_pan__22UBC0BS.mp4,.mp4,5609721,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_18__walking_and_outside_surprised__8HNSXOBW.mp4,.mp4,17790284,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_18__walking_outside_cafe_disgusted__22UBC0BS.mp4,.mp4,5153934,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_20__kitchen_still__Z6V05FXO.mp4,.mp4,9168032,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_20__walk_down_hall_angry__61SVZ2J7.mp4,.mp4,2707016,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_21__exit_phone_room__YCSEBZO4.mp4,.mp4,3914952,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_21__kitchen_pan__YCSEBZO4.mp4,.mp4,5680644,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_21__meeting_serious__V53E3RVB.mp4,.mp4,5879816,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_21__secret_conversation__YCSEBZO4.mp4,.mp4,6971524,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_26__kitchen_pan__WBSXBL82.mp4,.mp4,5616481,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_26__kitchen_still__WBSXBL82.mp4,.mp4,9151111,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_26__talking_against_wall__WBSXBL82.mp4,.mp4,5191217,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_26__walk_down_hall_angry__WBSXBL82.mp4,.mp4,2608782,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_27__walk_down_hall_angry__IL675GCI.mp4,.mp4,2649347,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_27__walking_and_outside_surprised__KWGI1LSZ.mp4,.mp4,26303104,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\03_27__walking_down_indoor_hall_disgust__IL675GCI.mp4,.mp4,25158522,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__exit_phone_room__0XUW13RW.mp4,.mp4,2829604,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__kitchen_pan__GBC7ZGDP.mp4,.mp4,4570476,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__kitchen_still__6I623VU9.mp4,.mp4,8060169,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__kitchen_still__GBC7ZGDP.mp4,.mp4,8077765,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__outside_talking_still_laughing__0XUW13RW.mp4,.mp4,6411444,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__outside_talking_still_laughing__6I623VU9.mp4,.mp4,6433007,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__secret_conversation__6I623VU9.mp4,.mp4,6363577,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__walk_down_hall_angry__GBC7ZGDP.mp4,.mp4,1440899,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_01__walking_down_street_outside_angry__GBC7ZGDP.mp4,.mp4,3133633,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_06__kitchen_still__ZK95PQDE.mp4,.mp4,8036374,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_07__exit_phone_room__ITC0C48B.mp4,.mp4,2467081,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_07__kitchen_pan__XRK7FGZX.mp4,.mp4,4538188,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_07__outside_talking_still_laughing__QKCCFKBT.mp4,.mp4,6475559,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_07__outside_talking_still_laughing__XRK7FGZX.mp4,.mp4,6425345,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_12__walking_down_street_outside_angry__96TQKDFJ.mp4,.mp4,3147358,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_13__podium_speech_happy__00T3UYOR.mp4,.mp4,7022376,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_13__secret_conversation__00T3UYOR.mp4,.mp4,6363350,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_13__walking_down_street_outside_angry__00T3UYOR.mp4,.mp4,3111258,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_13__walking_outside_cafe_disgusted__00T3UYOR.mp4,.mp4,3028698,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_18__kitchen_still__NAXINA1N.mp4,.mp4,8072271,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_21__outside_talking_still_laughing__5Y31RZP8.mp4,.mp4,6444794,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_21__talking_angry_couch__5Y31RZP8.mp4,.mp4,20712959,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_21__walking_down_street_outside_angry__5Y31RZP8.mp4,.mp4,3213733,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_26__kitchen_pan__MS2MLJP1.mp4,.mp4,4609807,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_26__outside_talking_pan_laughing__WX836VLY.mp4,.mp4,8032091,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_26__outside_talking_still_laughing__WX836VLY.mp4,.mp4,6432282,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_26__walking_outside_cafe_disgusted__MS2MLJP1.mp4,.mp4,3070827,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_27__walking_outside_cafe_disgusted__2CCI2ND1.mp4,.mp4,3055237,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_08__exit_phone_room__YN1Q9TER.mp4,.mp4,2912219,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_08__talking_against_wall__PRBCE28Z.mp4,.mp4,4705888,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_16__exit_phone_room__B62WCGUN.mp4,.mp4,2811457,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_16__kitchen_still__053HPS1G.mp4,.mp4,6026233,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_16__kitchen_still__B62WCGUN.mp4,.mp4,6093053,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_16__walk_down_hall_angry__OSXCUOHX.mp4,.mp4,2648334,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_16__walk_down_hall_angry__U9WZI5LK.mp4,.mp4,2645275,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_16__walking_down_street_outside_angry__OSXCUOHX.mp4,.mp4,5589800,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_17__hugging_happy__YTJYYDO9.mp4,.mp4,11097875,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_17__walking_down_street_outside_angry__M3H96PDQ.mp4,.mp4,5713249,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,.mp4,4699050,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_28__exit_phone_room__U9LRLJ6N.mp4,.mp4,2797065,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_28__hugging_happy__VR9127O1.mp4,.mp4,11034264,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_28__kitchen_still__W3J028UG.mp4,.mp4,6057103,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_28__walking_outside_cafe_disgusted__2DK5X0Y0.mp4,.mp4,4882821,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_02__podium_speech_happy__N8OSN8P6.mp4,.mp4,9008973,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_02__walk_down_hall_angry__37DH75GQ.mp4,.mp4,1973850,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_02__walking_down_indoor_hall_disgust__GH8TGTBS.mp4,.mp4,20462066,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_03__talking_against_wall__4I8LRXWF.mp4,.mp4,4090590,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_04__outside_talking_still_laughing__ZK95PQDE.mp4,.mp4,4487090,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,.mp4,3218255,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_07__exit_phone_room__NMGYPBXE.mp4,.mp4,1895586,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_07__kitchen_pan__NMGYPBXE.mp4,.mp4,5777870,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_07__outside_talking_pan_laughing__NMGYPBXE.mp4,.mp4,4886355,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_07__talking_against_wall__NMGYPBXE.mp4,.mp4,4195972,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_07__walking_down_street_outside_angry__NMGYPBXE.mp4,.mp4,4245658,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_07__walking_outside_cafe_disgusted__NMGYPBXE.mp4,.mp4,3535534,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_11__kitchen_still__C8C4FW99.mp4,.mp4,7145005,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_11__walking_and_outside_surprised__C8C4FW99.mp4,.mp4,16354785,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_11__walking_outside_cafe_disgusted__MX659QU8.mp4,.mp4,3247212,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_12__outside_talking_pan_laughing__3K21NFNM.mp4,.mp4,4653990,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_12__outside_talking_still_laughing__3K21NFNM.mp4,.mp4,4557551,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_12__podium_speech_happy__0VR4Y891.mp4,.mp4,9080893,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_12__podium_speech_happy__3K21NFNM.mp4,.mp4,8905167,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_12__walking_and_outside_surprised__3K21NFNM.mp4,.mp4,16481832,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_14__outside_talking_pan_laughing__8U9ULZDT.mp4,.mp4,4892717,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_14__walking_and_outside_surprised__8U9ULZDT.mp4,.mp4,16302081,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_14__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,.mp4,21451497,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_15__exit_phone_room__QRCD27P8.mp4,.mp4,1879539,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_15__kitchen_pan__E98QYYXO.mp4,.mp4,5786095,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_15__kitchen_still__QRCD27P8.mp4,.mp4,7091708,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_15__outside_talking_still_laughing__E98QYYXO.mp4,.mp4,4868535,already_compressed_or_media
data\train\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_15__outside_talking_still_laughing__QRCD27P8.mp4,.mp4,4758664,already_compressed_or_media
